fips,popdensity,percminor,percold,CCVI
55025,453,0.125548525,0.253868251,1
51590,947.9,0.531614774,0.352665078,9
37055,95.2,0.042628969,0.392044054,5
39037,85.8,0.014496425,0.339185161,3
45031,119,0.426424359,0.331816413,10
42043,527.8,0.249623778,0.309285196,3
37057,301.5,0.125265584,0.325722928,9
47037,1374.1,0.324481978,0.237111006,4
37059,161.8,0.082465542,0.359558187,8
18027,77.2,0.032763146,0.275439708,7
21059,220.6,0.072954581,0.304349976,3
29061,14.8,0.015638157,0.345843859,8
19051,18,0.008761229,0.307308417,6
49011,1177.2,0.052178907,0.195213143,3
46035,45.4,0.051743305,0.326023244,1
31045,6.2,0.086392841,0.312184488,1
13085,119,0.024478731,0.344017861,3
31047,23.4,0.097346999,0.287991902,5
48115,14,0.086694667,0.259767018,9
46037,5.4,0.107175295,0.418165304,1
22031,31.3,0.377569617,0.316700685,10
17039,39.7,0.016741708,0.346629463,5
48117,12.5,0.045788913,0.229104478,9
18029,162.5,0.014707069,0.327126372,3
13087,44.5,0.44349953,0.292568203,10
18031,71.9,0.022728969,0.3059267,7
47039,35.1,0.041004613,0.38732274,8
30023,12.4,0.050815902,0.409922243,1
39039,92.8,0.031049391,0.327079785,3
1049,91.9,0.051775583,0.303172935,8
13089,2827.4,0.625075672,0.242051502,6
17037,165,0.115543051,0.237759619,5
18033,119.1,0.01445889,0.299403137,4
29063,30,0.12810768,0.292557403,5
47041,66.2,0.037143708,0.328880723,3
6015,27.7,0.165696421,0.32309185,6
18035,292.7,0.09050988,0.291569372,3
19055,29.5,0.014763607,0.355966958,2
36025,30.9,0.037235834,0.411525591,7
39041,462.3,0.112300196,0.257916475,1
40041,57.9,0.258816371,0.40439473,6
42045,3072,0.29043065,0.303425758,4
8029,27.1,0.031531677,0.422996155,5
26041,30.6,0.036283013,0.408316368,5
48119,20.8,0.098523088,0.350158908,7
29065,20.5,0.026617447,0.373421411,8
48121,978,0.212646555,0.21399337,2
8031,4683,0.163295613,0.215872613,1
19057,94.1,0.076064183,0.351295416,4
41017,63.6,0.032073585,0.341340445,1
5041,15,0.493137596,0.335389159,10
12027,58.8,0.145962816,0.340633252,10
28033,382.2,0.309992802,0.246493151,3
46039,7,0.017984782,0.370071478,2
40043,4.9,0.088884348,0.318757662,4
48123,22.2,0.108981027,0.336602764,9
48125,2.5,0.096042686,0.363272566,10
19059,45.1,0.015973882,0.424590451,2
20041,22.1,0.02981247,0.343431105,5
26043,33.3,0.022258992,0.389394477,3
47043,109.1,0.054166823,0.2999289,7
45033,75.6,0.512271643,0.302460865,10
48127,7.8,0.031916958,0.275223128,10
51053,56.6,0.340285324,0.329278979,7
11001,11506.2,0.521903894,0.221515969,3
38023,1.8,0.053876478,0.421375383,1
12029,23.7,0.109101796,0.389520958,10
31051,12,0.022595901,0.346820809,4
35013,57.1,0.063947555,0.268405035,6
13091,41.8,0.31494808,0.317652741,9
27039,47.4,0.020939391,0.279127846,4
31053,69.6,0.040770841,0.323992281,4
55027,100.3,0.047559962,0.330654433,3
20043,19.5,0.052069773,0.33558969,4
48129,3.6,0.076529075,0.379632419,7
13093,35,0.511965563,0.352984095,10
55029,57.3,0.020717131,0.478848243,1
24019,59.2,0.309769361,0.371585724,5
45035,280.2,0.289989854,0.267294129,6
13095,277.6,0.726861239,0.27403746,8
8035,407.9,0.074704763,0.244993815,1
13097,726.4,0.51165271,0.235118454,7
17041,46.7,0.017095333,0.318291493,6
20045,266.4,0.127342798,0.225254455,3
27041,59.6,0.016067854,0.376672637,1
31055,1725.9,0.172244567,0.246743579,2
32005,68.3,0.056079394,0.468834465,3
41019,21.9,0.040858519,0.411287324,4
46043,6.8,0.033730835,0.39693356,2
53017,23.6,0.045726804,0.301675717,9
55031,33.1,0.045176819,0.342853175,5
5043,22.1,0.293267132,0.301505893,8
18037,99.6,0.02079173,0.321907671,1
19061,159.2,0.056838127,0.316176926,3
49013,6.2,0.061911441,0.223802845,3
25007,168.1,0.073363301,0.407388197,1
29069,54.4,0.115725793,0.321959012,10
38025,2.2,0.125807941,0.325253924,2
55033,53.1,0.044116018,0.281602446,1
17043,2835.4,0.184773888,0.295172568,2
37061,72.1,0.283080739,0.326610711,10
37063,1107.6,0.442964081,0.24743085,4
36027,369.2,0.165046065,0.327872313,5
12031,1246.6,0.365968168,0.268128914,6
48131,6.3,0.030503032,0.291384231,10
47045,72.8,0.156055734,0.305760986,7
8037,32.6,0.044369283,0.243540087,1
13099,20,0.528056992,0.321459939,10
22033,968.3,0.508769582,0.260860494,4
22035,16.7,0.696745772,0.274548813,9
22037,42.6,0.43988604,0.337270137,8
48133,19.8,0.04202598,0.364916494,8
26045,190.9,0.101888442,0.331733834,5
55035,163.9,0.064294871,0.275661507,1
13101,9.6,0.0965,0.2455,7
48135,180.6,0.082288865,0.194147689,7
35015,13.9,0.055509499,0.269689119,7
38027,3.7,0.050151319,0.394725465,6
37065,102.9,0.592366119,0.348428036,10
45037,54.1,0.369695401,0.334947509,9
21061,40.5,0.029248819,0.36002933,9
17047,28.7,0.015018773,0.359981227,6
20047,4.6,0.042120042,0.375921376,5
13103,130.2,0.159945329,0.237079916,4
17049,71.4,0.017247428,0.321094481,2
6017,111.6,0.07577172,0.382534954,2
8041,335.6,0.122415445,0.244837894,2
48141,830.2,0.06688964,0.22714265,7
8039,14.2,0.036564949,0.351190929,1
13105,54.5,0.305543933,0.351464435,10
42047,36.5,0.012065365,0.388577679,5
18039,443.8,0.081343647,0.26507589,5
32007,3.1,0.096168509,0.237342737,3
21063,32,0.044485882,0.325785828,9
20051,31.9,0.037478231,0.271090212,1
48139,191.8,0.133507211,0.250746784,5
20053,8.7,0.067785668,0.353615236,6
1051,132.4,0.229548036,0.282938684,8
16039,8.9,0.088081001,0.248688507,6
13107,33.2,0.361843269,0.288254024,10
49015,2.2,0.022967845,0.303175554,4
19063,23.4,0.038798228,0.369717929,5
26047,71.2,0.053800889,0.386483728,1
38029,2.2,0.024279211,0.446737481,2
51595,743.3,0.663347003,0.341534856,10
48143,39.2,0.043396315,0.252485511,4
36029,882.1,0.186884255,0.323703218,6
39043,296.6,0.101896402,0.373852443,4
42049,340.4,0.101381675,0.321641103,6
1053,38.9,0.361080875,0.310139327,7
12033,480.7,0.281053706,0.304201766,4
25009,1605.2,0.122039416,0.313405123,5
34013,6336.8,0.490686662,0.258286476,6
36031,20.8,0.04227882,0.40230563,6
50009,9.4,0.01952,0.43648,2
51057,42.5,0.404798974,0.393351039,4
1055,191.6,0.175490971,0.327040712,7
22039,50.5,0.292348175,0.280327722,9
13109,58.6,0.33709542,0.287566458,10
2090,13.5,0.179810247,0.212658253,1
51059,2943.4,0.316398664,0.261803362,1
51600,3938.1,0.266338406,0.268942785,2
9001,1510.4,0.194542833,0.299010514,2
39045,308.8,0.105223967,0.290534208,4
45039,32.6,0.586911883,0.387286849,8
46047,3.9,0.095738384,0.4701095,4
48145,22.6,0.263974618,0.314623594,10
51610,7386,0.157392364,0.256160303,1
13111,67.1,0.020875058,0.471730088,7
48147,39.6,0.089213853,0.322620869,7
27043,19.3,0.019770315,0.385666521,1
46049,2.4,0.017596567,0.387124464,1
5045,192.6,0.14453632,0.234275596,2
51061,109.2,0.103063318,0.313576229,2
1057,26.2,0.129799793,0.355139049,7
13113,583.8,0.305537683,0.332243365,2
17051,29.9,0.052390736,0.326484871,6
18041,107.2,0.022128694,0.34299475,4
19065,26.9,0.029450661,0.370651068,3
21067,1141.5,0.200725801,0.248746062,2
39047,70.5,0.037186911,0.317135282,5
42051,165,0.057535591,0.365981555,7
47047,57.5,0.288789592,0.382008048,5
48149,26.7,0.08473707,0.414454219,4
54019,65,0.050351016,0.361034916,4
47049,36.5,0.012570676,0.370148762,8
53019,3.5,0.193489345,0.444241077,7
27045,24.4,0.014008928,0.35501947,5
31059,9.6,0.023882757,0.386104578,1
20055,28.1,0.100898637,0.216492311,7
48151,4.3,0.061995311,0.393852566,7
12035,230.8,0.140719391,0.464543532,7
30029,20.1,0.026687952,0.348784596,1
21069,41.4,0.020163525,0.312846452,8
45041,172.7,0.454273699,0.299524461,4
55037,8.9,0.018977089,0.480907197,2
13115,192,0.177550624,0.293197994,7
18043,525.8,0.071958447,0.304290251,2
19067,31.5,0.046887888,0.359621851,6
21071,91.1,0.01615288,0.329362533,6
48153,5.9,0.061332876,0.306835703,10
51063,41.5,0.029503007,0.389427034,4
51065,93.6,0.167643655,0.34809394,2
55039,143.2,0.047328896,0.332456872,1
17053,27.3,0.020883595,0.339641134,5
20057,30.9,0.063385269,0.220254958,7
42053,17,0.217474928,0.363099327,7
55041,8.9,0.172283395,0.398064731,6
28035,160.9,0.395543472,0.247467882,6
13117,1056.2,0.193840549,0.228830321,1
37067,928.8,0.31351705,0.290404353,4
48157,914.5,0.429309596,0.229078083,3
38031,5.1,0.023942786,0.391169154,1
18045,41.3,0.014555685,0.345605773,7
1059,49.5,0.067882537,0.293945095,9
5047,29.3,0.036720943,0.332959012,9
12037,21.9,0.140763463,0.388462849,10
13119,88,0.116275029,0.328019806,10
17055,94.6,0.014728302,0.34456474,10
18047,59.1,0.017329346,0.331852569,4
19069,17.4,0.025286448,0.368135124,6
20059,44.8,0.02984667,0.314892123,5
21073,244.6,0.133287415,0.316737184,6
22041,32.3,0.327793213,0.314149633,8
23007,17.6,0.01628926,0.392179817,2
25011,101.5,0.042402379,0.389498753,6
28037,13.8,0.352978942,0.352722137,8
29071,112.4,0.020507379,0.325368959,6
31061,5.2,0.010585511,0.45120741,2
36033,30.9,0.145845346,0.309327342,8
37069,137.4,0.28080225,0.316119005,9
39049,2462.1,0.298826223,0.233761734,4
42055,200.5,0.057377208,0.332786515,7
47051,75.5,0.06779661,0.345070423,5
48159,37.9,0.061304106,0.361694223,8
50011,78,0.027842415,0.310940693,2
51067,81.4,0.090239345,0.39749088,6
53021,76,0.076992379,0.181680393,9
51620,976,0.596655435,0.345813054,7
24021,387.2,0.160056015,0.279982632,1
51069,213.7,0.071439081,0.308618641,3
51630,2791.6,0.288772989,0.211947571,2
27047,43.1,0.049632111,0.375541979,2
48161,22.6,0.182249596,0.331229806,10
8043,31.3,0.068719935,0.364403074,5
16043,7.1,0.026655529,0.299513973,6
19071,13.7,0.017446017,0.388102388,3
56013,4.3,0.23320938,0.323897701,4
6019,166.9,0.204934634,0.227197305,7
48163,17.5,0.075898264,0.211798547,10
31063,2.7,0.012269939,0.396472393,2
5049,19.8,0.018012878,0.415926318,10
13121,1994,0.527683661,0.230068354,5
17057,40.3,0.050970038,0.347549076,8
18049,54.5,0.024338045,0.338144535,6
21075,29.8,0.256045752,0.349183007,10
36035,108.2,0.034464742,0.346811965,9
39051,104.3,0.018592109,0.324534015,4
42057,33.2,0.017833781,0.363492391,8
31065,6.6,0.016755037,0.402969247,2
12039,88.9,0.573844075,0.323353815,10
31067,25.2,0.020611362,0.364676872,1
48165,13.9,0.038562748,0.186211186,8
51640,779.5,0.085318387,0.334423167,10
17059,15.7,0.014234875,0.373863187,9
21077,87.2,0.024569746,0.282608696,9
30031,43,0.032562837,0.237655976,1
39053,64.3,0.038893892,0.335434804,4
48167,893,0.17843381,0.278336145,6
8045,20.3,0.041910658,0.262472812,4
40047,57.5,0.1093691,0.289281434,5
49017,1,0.053543307,0.372244094,5
5051,146.3,0.105552978,0.382879158,6
21079,76.3,0.028132118,0.340660592,7
24023,45.1,0.017419333,0.384356891,2
40049,34.7,0.122002086,0.31246629,7
48169,7.4,0.091973244,0.222408027,9
29073,28.4,0.014348861,0.387011221,4
37071,625.9,0.200658751,0.292121016,7
37073,34,0.32619027,0.372677784,8
20061,84.7,0.251917531,0.144106277,2
39055,235,0.021237677,0.359370846,2
16045,31.4,0.027503686,0.370874447,5
26049,638.8,0.221505952,0.318175339,4
36037,116.7,0.051833562,0.341743319,4
1061,45.8,0.110397507,0.346431557,9
29075,13.5,0.016143633,0.336602293,6
28039,50.7,0.093072165,0.266515464,4
45043,76.5,0.321627657,0.437243972,5
18051,68.6,0.031029535,0.317768743,5
47053,81.4,0.187684779,0.313548782,8
4007,11.3,0.198871755,0.44578671,8
12041,52.2,0.070935583,0.349035933,7
47055,48.3,0.114191777,0.350438938,4
51071,47.3,0.025884588,0.355497507,5
48171,25.3,0.025257424,0.446948217,3
13123,72.2,0.033261942,0.408326843,9
54021,23.7,0.130949414,0.292549215,6
8047,40.8,0.045090671,0.378206175,1
30035,4.6,0.65432458,0.244853423,6
12043,17,0.198994462,0.404182454,10
26051,50.5,0.01653708,0.436713107,8
13125,20.8,0.098497496,0.322203673,9
48173,1.5,0.025216138,0.271613833,4
6021,21.3,0.080151175,0.287018219,9
34015,905,0.149553204,0.301738456,5
51073,171.5,0.099467188,0.357840906,2
13127,203,0.29412455,0.34216548,7
26053,13.7,0.073065713,0.426735559,5
30037,0.7,0.032687651,0.429782082,1
48175,8.9,0.068301688,0.385944093,9
48177,19.5,0.098050514,0.297224623,10
51075,82.6,0.182154535,0.40143693,3
27049,61.3,0.038876797,0.352541862,2
16047,20.8,0.038299553,0.29922348,7
13129,162.1,0.066932478,0.272913236,8
56015,6,0.035062799,0.364533493,2
31073,4.4,0.01753507,0.405811623,1
20063,2.4,0.016845329,0.397779479,4
13131,54.4,0.320672378,0.316308389,10
40051,50.5,0.093211643,0.305287034,4
33009,52.5,0.055298153,0.362049763,1
4009,8.2,0.166027527,0.243275898,8
37075,29,0.093352192,0.386020745,7
47057,82.5,0.017411968,0.354590624,8
8049,8.4,0.030531401,0.363091787,1
49019,2.7,0.074149939,0.335825481,4
38035,49.3,0.109749894,0.234590928,1
50013,86.7,0.030606488,0.399576869,1
26055,199.4,0.030343621,0.354552623,3
5053,28.8,0.038761821,0.318451726,7
18053,159.2,0.088009585,0.332094759,5
20067,12.8,0.043620502,0.261314068,8
21081,97.4,0.0195454,0.264718761,8
22043,35,0.173961391,0.272262254,7
27051,11,0.01793722,0.386978907,6
35017,6.9,0.04951364,0.424449645,8
38037,1.4,0.026537489,0.455770851,2
40053,4.3,0.048543689,0.367545076,5
41023,1.6,0.029264214,0.471014493,6
46051,10.5,0.027564013,0.375961942,2
53025,36.3,0.055943122,0.248297048,10
54023,24.4,0.014708412,0.389643902,3
55043,45,0.028125849,0.303914342,5
37077,113.1,0.340181319,0.318073692,8
26057,71.4,0.073474716,0.305918865,6
21083,67.6,0.054639976,0.319747032,7
20069,6.9,0.028012597,0.277971159,5
48179,23.6,0.076364467,0.281525462,6
53027,38.9,0.091013653,0.372444216,7
21085,53,0.018350367,0.318908856,5
48181,143.6,0.098349889,0.314827115,6
51077,35.3,0.06346363,0.404388715,8
31077,4.1,0.010186757,0.402801358,2
21087,38.6,0.02733279,0.359761064,9
55045,63.2,0.018846977,0.345013404,2
55047,54.1,0.02553124,0.383867216,2
54025,34.1,0.03918243,0.385931122,5
1063,12.7,0.808089396,0.376654925,10
5055,78.5,0.03318257,0.279514617,5
13133,45.7,0.357893547,0.4476212,5
17061,24,0.019395891,0.346442809,3
18055,59,0.01093545,0.343310629,4
19073,15.8,0.016701926,0.372452956,1
28041,19.1,0.261298395,0.268364493,5
29077,432.3,0.066901203,0.28388993,1
36039,73.4,0.082920975,0.38158809,3
37079,79,0.401246907,0.308395203,10
39057,406,0.110634245,0.308211554,2
42059,63.4,0.041664384,0.334684709,4
47059,111,0.032509734,0.363454774,4
51079,126.6,0.095353658,0.312907629,3
4011,5.1,0.073499947,0.243699251,7
51081,39.4,0.608411456,0.279177776,10
21089,102.4,0.018401951,0.351451741,7
45045,654.9,0.218306422,0.283911531,2
20073,5.3,0.028406276,0.415194055,3
45047,155.6,0.345824911,0.31428733,6
40055,9.1,0.130389967,0.29204604,8
48183,452.6,0.236065865,0.276233358,7
28043,49.9,0.436760864,0.31146996,7
38039,3.1,0.014336918,0.461021505,1
48185,36,0.172073343,0.316466855,9
17063,121.9,0.031527113,0.268245311,5
19075,24.5,0.011053316,0.35329974,2
29079,22.8,0.0254186,0.350615292,8
47061,37,0.016933913,0.348044358,10
35019,1.4,0.077631882,0.33010827,10
48187,230.1,0.120474788,0.255385048,5
39059,74.7,0.024806519,0.342806622,5
37081,826.5,0.417930556,0.276084472,7
12045,28.7,0.182689928,0.361544172,9
8051,5.3,0.042270671,0.253160153,1
19077,18.2,0.01511194,0.378731343,5
13135,2155.7,0.431140539,0.216396973,4
13137,164,0.079095796,0.308583767,7
1065,22.9,0.587532256,0.336004346,10
48189,33.7,0.085220219,0.244132427,10
37083,69.8,0.589314668,0.358425278,10
51083,41.7,0.376494725,0.394314185,6
13139,514.7,0.113179453,0.26658191,4
31079,112.8,0.076565975,0.27071599,3
48191,3.4,0.112945839,0.374504624,10
47063,400.6,0.067338816,0.314469792,8
12047,27.9,0.349685535,0.313556953,10
17065,18.8,0.015435502,0.367021928,6
18057,837.2,0.110022843,0.240410075,1
19079,25.9,0.043338684,0.354935795,5
20075,2.6,0.051400077,0.262754124,4
31081,17.1,0.011530172,0.340517241,1
36041,2.6,0.02277853,0.52052323,7
39061,2012,0.300438113,0.28603597,3
47065,671.6,0.223835119,0.309578189,2
48193,10.1,0.037364451,0.395214521,8
46057,12,0.018000327,0.286368843,3
25013,762.2,0.147933912,0.304670859,4
25015,306,0.097883549,0.304694617,2
54027,36.5,0.018246456,0.383432561,2
45049,34.6,0.549894062,0.320758617,9
51650,2612.6,0.55204634,0.291274858,7
13141,17.7,0.728557738,0.385721131,10
17067,22.5,0.015355302,0.387413136,7
18059,249.5,0.042029574,0.299642441,2
19081,18.8,0.019884242,0.384615385,5
21091,46.7,0.022379539,0.305663393,7
23009,34.5,0.027512726,0.418401416,3
28045,99.9,0.101132378,0.356572443,8
39063,142.9,0.044119584,0.31033847,3
47067,29.5,0.012826386,0.37028554,9
54029,352.2,0.035918059,0.389874201,3
46059,2.3,0.011649295,0.411097486,1
51085,228.9,0.119919059,0.32798702,1
48195,5.9,0.031667582,0.26523888,8
13143,104.7,0.060813327,0.288152236,7
12049,42.7,0.10027528,0.271682878,10
47069,37.8,0.433901665,0.313362411,10
48197,5.6,0.079296277,0.362060173,10
17069,22,0.01943734,0.419181586,8
19083,29.6,0.030649751,0.379890918,4
21093,177.1,0.160163471,0.268920584,5
39065,66.9,0.020489199,0.286594663,7
47071,44.6,0.045934202,0.377948479,8
48199,64.2,0.070445924,0.302917475,6
35021,0.3,0.027480916,0.569465649,6
54031,23.7,0.046533575,0.372123412,4
24025,581,0.183342784,0.305702563,1
21095,56.7,0.028740202,0.332613882,8
31083,6.1,0.010291091,0.431343722,3
37085,225.6,0.257290596,0.234111196,8
41025,0.7,0.060308364,0.393641697,4
20077,6.9,0.028151108,0.372139484,5
40059,3.7,0.0308138,0.322886489,4
13145,74.3,0.186744017,0.339173314,5
48201,2758.2,0.287294841,0.212557775,6
18061,83.3,0.015935564,0.326517968,7
19085,20.3,0.011673978,0.355950191,5
21097,61.3,0.030940462,0.326925125,5
28047,360,0.294589886,0.279259618,7
29081,11.6,0.018183979,0.370216306,9
39067,37.7,0.026492685,0.379135363,9
48203,74.1,0.233612085,0.302445823,9
54033,162.4,0.027563135,0.338928857,3
51660,3101.8,0.146280976,0.172302112,4
13147,112.3,0.206176482,0.360320319,9
21099,45.9,0.05384534,0.312652068,9
9003,1214.4,0.224841128,0.309686265,2
48205,3.8,0.084712582,0.261434419,5
20079,63.4,0.040543701,0.329318913,3
20081,6.9,0.031023267,0.281711283,6
40061,22,0.196163562,0.339359015,9
48207,6.4,0.069671426,0.358850852,10
15001,49.9,0.429175602,0.358338765,4
47073,116.1,0.024111091,0.35922519,8
48209,328.4,0.076557173,0.212261545,2
37087,111.9,0.027190137,0.398847848,9
47075,32.5,0.516008076,0.340813383,10
13149,40.1,0.110194461,0.313831131,8
48211,4.2,0.040522876,0.260653595,9
5057,29.9,0.317832666,0.318660595,8
17071,17.7,0.012073334,0.428528842,5
21101,104.4,0.093351758,0.321159878,4
37089,312.9,0.057534176,0.404255319,6
47077,53.5,0.085969763,0.322404568,7
48213,94.2,0.082990073,0.369117486,8
18063,410.4,0.109107892,0.262578663,1
12051,36,0.153575898,0.247401097,10
27053,2275,0.226664009,0.26681954,1
51087,1408.9,0.405161862,0.285399728,3
1067,30.6,0.27282236,0.366087512,7
13151,714.7,0.509569108,0.237968031,5
17073,59.6,0.028356081,0.351069464,3
18065,123.2,0.034119865,0.331234074,4
19087,46.2,0.059999003,0.32366572,4
21103,56.3,0.038494971,0.320067056,6
29083,31.3,0.026431718,0.367979075,5
39069,65.1,0.018976593,0.333050284,3
47079,57.6,0.086655541,0.383243711,4
51089,133.3,0.237768139,0.39408867,9
36043,43.8,0.024727896,0.359953423,6
12053,403.9,0.081775077,0.420506641,6
37091,67,0.633585528,0.351198275,10
21105,18.2,0.102691699,0.401266682,10
47081,40.9,0.061125963,0.314966285,8
35023,1.2,0.038443396,0.369575472,9
48215,551.2,0.025388624,0.19420883,9
39071,77.9,0.024385712,0.323517116,8
51091,5.3,0.018099548,0.566968326,3
12055,103.7,0.129790181,0.486615951,9
30041,5.6,0.255153851,0.280846639,3
48217,37.9,0.086675469,0.345821643,8
12057,1408.4,0.232349355,0.263100534,6
33011,474,0.080183602,0.306641589,1
26059,76.5,0.018645216,0.349821854,7
28049,272.6,0.738152983,0.266440306,6
8053,0.7,0.028360049,0.479654747,1
31087,4,0.010334996,0.40769779,4
39073,67.4,0.015747754,0.342187775,7
48219,25.3,0.061444735,0.265448216,8
20083,2.1,0.044554455,0.407040704,3
37093,140.2,0.471368052,0.210046746,10
12059,40.7,0.087539149,0.336345433,9
28051,23.3,0.830666213,0.278799228,10
39075,103.9,0.008384216,0.247425499,3
29087,9.5,0.019981835,0.407356948,6
31089,4.2,0.018176459,0.377480841,2
15003,1631.5,0.614850829,0.296378867,5
48221,143.9,0.031187538,0.397261179,3
41027,44.9,0.04033635,0.290635137,3
51670,2198.1,0.453221809,0.278456364,9
21107,83.2,0.080367445,0.327527292,4
48223,48,0.093235534,0.314914425,8
45051,303.5,0.154175396,0.396319015,3
5059,54.8,0.126019999,0.328892318,8
56017,2.3,0.029418222,0.424588364,1
26061,35.9,0.051078163,0.291035092,4
1069,180.6,0.29148603,0.31041233,7
13153,414,0.365378307,0.250879597,8
27055,33.7,0.016255786,0.38276456,3
47083,41.3,0.041026262,0.346968413,8
48225,18.8,0.271094998,0.357762528,9
5061,22.7,0.234165355,0.308222772,9
18067,281.1,0.095427725,0.334640507,2
19089,19.4,0.012844236,0.354740394,2
24027,1289,0.400605206,0.26867288,1
29089,21.9,0.063529644,0.334122521,5
31093,11.4,0.017316017,0.354359926,1
48227,40.5,0.104199237,0.245618366,5
29091,43.2,0.021758659,0.332069069,4
27057,23,0.040971311,0.418666792,2
34017,14636.5,0.329748351,0.224741554,7
8055,4.3,0.079401945,0.5028306,4
46065,23.8,0.137733711,0.315354108,3
6023,38.2,0.113189561,0.311579272,7
19091,22,0.016130722,0.371425579,3
32013,1.7,0.075181699,0.270284761,6
28053,19.7,0.765774494,0.313794356,10
47085,34.8,0.040625338,0.347289841,8
48231,114.8,0.114557533,0.290715389,7
34019,291.5,0.076839809,0.360713312,1
42061,51.6,0.067304286,0.349805172,5
18069,94.7,0.019922737,0.322516556,3
26063,37.3,0.016171469,0.420329847,5
39077,119,0.022750581,0.312064132,5
46067,9.1,0.027506775,0.369647696,2
48233,23.9,0.061043495,0.299603736,7
37095,8.5,0.307265774,0.367304015,10
46069,1.5,0.096723869,0.418876755,3
22045,123.6,0.362230586,0.288394581,9
22047,52.9,0.496928578,0.293511812,9
19093,15.9,0.014910101,0.373191054,5
16049,1.9,0.044207594,0.446557258,4
6025,43.5,0.08411842,0.23340318,10
5063,49.3,0.043075535,0.306199904,5
12061,313,0.116959844,0.486319427,3
42063,102.2,0.041632643,0.336706074,5
26065,526.4,0.205188993,0.248576357,2
6027,1.8,0.166953911,0.399065992,5
26067,112.4,0.05928983,0.282868712,5
26069,45.7,0.027510865,0.477173956,7
19095,27.5,0.015364599,0.345703488,3
55049,31.2,0.020949897,0.346388457,2
37097,311,0.157928657,0.295295206,6
29093,18.5,0.025154761,0.370836199,9
49021,16,0.046461393,0.224481288,6
55051,7.5,0.022727273,0.503171247,4
17075,24.7,0.021409941,0.369946385,7
13155,26.5,0.29261545,0.300063843,10
26073,123.2,0.089864233,0.23501318,5
27059,91.7,0.027898714,0.306135215,2
53029,405.2,0.102936301,0.387686479,2
51093,117.1,0.251779287,0.35661516,6
27061,16.9,0.049414738,0.399308327,2
28057,44.1,0.078411362,0.300931241,6
5065,23.4,0.035753697,0.409034062,8
48237,9.7,0.058803573,0.296279543,7
1071,48,0.060596103,0.349427865,8
5067,26.5,0.193028374,0.316637916,9
12063,52.6,0.289887175,0.328268295,10
13157,207.3,0.098988952,0.263284201,8
17077,98.3,0.198871454,0.270781449,7
18071,86.6,0.042801115,0.295277822,4
19097,30.6,0.020790449,0.367589543,5
20085,20.2,0.100828313,0.330572289,6
21109,38.9,0.007290582,0.316024401,9
22049,27.9,0.296252044,0.331027544,9
26075,226.3,0.096950694,0.32294441,4
27063,14.1,0.033296337,0.384118656,2
28059,198.2,0.248895496,0.29498803,4
29095,1158.6,0.270736977,0.27946315,5
37099,88.3,0.126364623,0.326678515,8
39079,77,0.016211709,0.310585474,8
40065,31.1,0.129343861,0.266744158,7
41029,78.9,0.046833725,0.359576251,5
47087,38.1,0.015478823,0.394795033,8
48239,17.9,0.087131908,0.311483125,10
54035,61.8,0.013237651,0.355221905,2
55053,20.7,0.097763453,0.339535111,6
51095,536.3,0.172218804,0.39423014,2
13159,38.1,0.209188034,0.321937322,9
17079,19.4,0.008739985,0.350639892,6
18073,59.6,0.01780042,0.317320947,5
19099,50.9,0.034915336,0.3335128,4
28061,24.3,0.539931824,0.345020696,8
29097,188.9,0.061043138,0.277553964,7
45053,44.2,0.441096269,0.342169756,9
48241,38.2,0.175540812,0.337449822,8
18075,54.1,0.011991909,0.312223078,8
13161,45.4,0.169206201,0.280125091,10
1073,593.3,0.457482178,0.289971182,6
5069,78.2,0.587103973,0.311008016,7
8059,759.3,0.0589022,0.308650146,2
12065,23.9,0.355193169,0.392917133,9
13163,29.3,0.539079715,0.319507453,10
16051,26.9,0.026597371,0.220387921,4
17081,66.2,0.106213644,0.325145426,7
18077,89.3,0.032724789,0.325912817,6
19101,42.2,0.150100647,0.3695664,8
20087,35.6,0.022187088,0.34972332,4
21111,2025.4,0.257341499,0.296025915,4
22051,1468.2,0.331256004,0.310117935,5
28063,13.7,0.856177878,0.317618914,10
29099,341.7,0.023690979,0.297873384,6
30043,7.3,0.028850128,0.396213937,2
31095,12.4,0.019022122,0.400028181,3
36045,88.1,0.099360208,0.246082949,8
39081,161.1,0.06302553,0.372147125,4
40067,8.1,0.09211171,0.35881104,8
41031,13.6,0.215112434,0.331638558,9
42065,66.9,0.011457116,0.364954974,7
47089,197.1,0.03325187,0.348903947,8
48245,291,0.39461806,0.270595017,6
53031,17.6,0.057581392,0.559740301,4
54037,271,0.085564415,0.302582246,2
55055,153,0.027100048,0.315638619,4
22053,48.5,0.180165917,0.298302831,9
28065,27.5,0.606996617,0.372618836,9
13165,25,0.446619832,0.300357019,10
18079,73.3,0.015501068,0.305385535,5
46073,3.9,0.014194812,0.410181106,1
16053,40.2,0.039058922,0.24418072,6
17083,59.2,0.020002746,0.352268046,2
21113,313.3,0.061832344,0.280396884,7
20089,3.1,0.015135516,0.47342485,2
48247,4.6,0.020579268,0.277248476,10
48249,47.2,0.027705649,0.26647396,9
17085,35.5,0.016942806,0.443695591,4
5071,40.5,0.062037245,0.29403186,8
13167,32,0.35197775,0.325195715,10
17087,36.2,0.078516378,0.356535003,8
18081,487.5,0.063863018,0.267261962,4
19103,246.3,0.146786989,0.215337829,3
